resource,candidate_1,candidate_2,reason_uncertain,recommended_validation
gChristmasGreenTreasureChestFrontTex.rgb5a1.png,METAL,WOOD,keyword collision (shared name evidence),in-engine draw capture + surface mapping; visual texture inspection
spot04_room_1Tex_004EA8,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_1Tex_0052A8,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_1Tex_0056A8,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_1Tex_0066A8,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_1Tex_006EA8,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_1Tex_007B78,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_1Tex_007D78,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_2Tex_002BF8,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_2Tex_002DF8,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_2Tex_002FF8,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_2Tex_0033F8,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_2Tex_003BF8,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_2Tex_0043F8,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_2Tex_0045F8,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_sceneTex_00E218,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_sceneTex_00EA18,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_sceneTex_00F218,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_sceneTex_00FA18,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_sceneTex_00FE18,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_sceneTex_010618,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_006D60,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_007D60,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_008D60,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_009160,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_009560,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_009960,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_00A160,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_00B160,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_00B960,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_00BB60,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_00CB60,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_00D360,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_00DB60,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_00E360,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_00EB60,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_00F360,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_00FB60,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_010360,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_010B60,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_011360,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_012360,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_012B60,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_013360,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_013B60,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_014360,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot05_sceneTex_014B60,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_007C38,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_008038,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_008438,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_008838,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_009838,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_0098B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_009AB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_00AAB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_00AEB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_00B6B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_00BAB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_00BEB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_00C2B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_00C4B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_00CCB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_00DCB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_00ECB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_00F4B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_00F6B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_00FEB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_010EB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_0116B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_011EB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_0122B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_0126B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_012EB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_0130B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_0140B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_0148B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_014CB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_0154B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_015CB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_0164B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_016CB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_0170B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_0178B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_017CB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_0184B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_018CB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_0194B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_01A4B8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot06_sceneTex_01ACB8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gZorasDomainDayEntranceTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gZorasDomainNightEntranceTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot07_room_0Tex_004748,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot07_room_0Tex_004F48,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot07_room_0Tex_005748,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot07_room_1Tex_0076D8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot07_room_1Tex_007ED8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot07_room_1Tex_0086D8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot07_room_1Tex_008AD8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
